FID,X_utm,Y_utm,Altitute,Slope,Slope_Aspect,Topography curverture,Distance from fault,Fault density,Distance from Lineanment,Lineanment density,Distance from river,River density,Distance from road,Spring density,Precipitation,Geology,Land-use,NDVI,Target
319,279504.9843,3952260.438,2,2,7,3,1,1,2,5,5,2,4,4,2,1,10,3,0
320,280827.9036,3949614.599,2,2,8,3,1,3,2,5,1,2,5,4,2,1,10,2,0
321,278358.4542,3948732.653,2,2,3,3,1,3,2,2,3,2,1,4,2,1,10,3,0
322,282150.8229,3945998.62,2,2,7,3,1,3,2,2,5,1,5,4,2,1,10,3,0
323,276859.1457,3944499.311,5,2,3,3,1,3,2,2,2,1,3,4,2,6,10,3,0
324,278446.6488,3943705.56,5,2,2,3,1,3,2,2,2,1,2,4,2,1,10,3,0
325,275007.0586,3943793.754,5,2,8,3,1,3,2,2,2,1,3,4,2,1,10,3,0
326,275933.1021,3948997.237,2,2,7,3,1,3,2,5,5,2,3,4,2,1,10,2,0
327,275227.5452,3952701.411,2,2,3,3,1,1,2,5,5,2,3,4,2,1,10,3,0
328,273022.6797,3954685.79,2,2,7,3,1,1,2,5,5,2,5,5,2,1,10,2,0
329,271126.4953,3954906.277,2,2,3,3,1,1,2,2,1,2,3,5,3,1,10,3,0
330,271832.0523,3951290.297,2,2,7,3,1,1,2,5,1,2,1,4,2,1,10,3,0
331,273507.7501,3950672.935,2,2,7,3,1,1,2,5,5,2,3,4,2,1,10,2,0
332,270994.2034,3949482.307,2,2,3,3,1,1,2,5,5,1,5,4,2,1,10,3,0
333,263753.425,3948838.487,2,2,8,3,1,1,2,5,1,1,1,4,2,3,3,2,0
334,266787.32,3952295.716,2,2,2,3,1,1,2,2,5,2,1,5,2,1,10,3,0
335,264106.2035,3954200.72,2,2,2,3,1,1,2,2,4,5,4,5,2,2,10,2,0
336,251970.6237,3961891.291,2,2,3,3,1,5,2,1,5,5,1,4,1,1,10,2,0
337,261283.9756,3964290.184,2,2,7,3,1,1,2,2,1,5,5,4,1,1,10,2,0
338,265305.6503,3961961.846,2,2,8,3,1,1,2,1,1,5,5,5,2,1,10,3,0
339,266363.9858,3970499.086,2,2,5,3,1,3,1,1,4,5,2,4,1,1,10,3,0
340,262695.0896,3970569.641,2,2,1,3,1,1,2,1,5,5,5,4,1,2,10,3,0
341,255710.0756,3968523.526,3,2,8,3,1,1,2,2,1,5,5,4,1,1,10,2,0
342,253875.6275,3970499.086,3,2,8,3,1,1,2,2,3,5,5,4,1,1,10,3,0
343,247455.0591,3971980.755,3,2,2,3,1,1,2,2,1,5,2,4,1,1,10,3,0
344,245126.7211,3974309.093,3,2,2,3,1,1,2,2,1,5,5,4,1,1,10,2,0
345,240681.7122,3974309.093,2,2,3,3,1,1,2,5,3,2,5,4,1,1,10,3,0
346,241598.9363,3972545.201,2,2,2,3,1,1,2,2,3,2,4,4,1,1,10,3,0
347,238282.8185,3971275.198,2,2,2,3,1,1,2,2,1,1,4,4,1,1,11,2,0
348,249289.5072,3965771.854,3,2,8,3,1,3,2,1,1,5,3,4,1,1,10,2,0
349,249501.1743,3967676.858,3,2,8,3,1,3,3,2,5,5,5,4,1,1,10,2,0
350,247243.392,3967253.524,3,2,4,3,1,3,2,1,1,5,5,4,1,6,10,2,0
351,257544.5237,3966406.855,3,2,6,3,1,1,2,2,5,5,4,4,1,1,10,2,0
352,252927.5353,3974638.721,2,2,6,3,1,1,2,5,1,5,1,4,1,1,10,3,0
353,257557.7529,3972433.855,2,2,1,3,1,1,2,2,3,5,5,4,1,1,10,3,0
354,256058.4443,3975873.445,3,2,3,3,1,1,2,2,5,3,2,4,1,1,10,2,0
355,253809.4815,3977549.143,3,2,3,3,1,1,2,2,5,3,2,4,1,1,10,3,0
356,250149.4047,3979445.327,3,2,7,3,1,1,2,2,1,4,5,4,1,3,15,2,0
357,248297.3177,3977725.532,3,2,2,3,1,1,2,5,5,3,1,4,1,1,10,2,0
358,243667.1001,3976623.1,3,2,2,3,1,1,2,5,3,5,1,4,1,1,10,3,0
359,244460.8517,3980503.663,3,2,4,3,1,1,5,5,1,3,2,4,1,1,10,3,0
360,244372.6571,3984163.74,3,2,2,3,1,1,2,5,1,3,3,4,1,1,10,3,0
361,241770.9158,3981914.777,3,2,3,3,1,1,2,5,1,2,3,4,1,3,10,2,0
362,240183.4126,3980944.636,3,2,7,3,1,1,2,5,4,1,5,4,1,3,10,2,0
363,240227.5099,3987294.649,3,2,7,3,1,3,2,2,3,5,3,4,1,1,10,3,0
364,237846.2551,3986412.702,3,2,9,3,1,3,2,5,4,2,5,4,1,1,10,2,0
365,236479.2385,3988176.595,3,2,5,3,1,3,2,2,4,2,1,4,1,1,11,2,0
366,261544.1498,3983427.315,2,2,6,3,1,3,3,4,4,3,5,4,5,3,10,3,0
367,257169.6966,3989353.993,3,2,3,3,1,3,2,4,1,3,1,4,5,2,10,2,0
368,245810.2294,3997538.454,3,2,4,3,1,5,2,3,5,3,1,4,4,1,10,3,0
369,241082.9977,4002547.908,3,2,9,3,1,4,2,4,4,3,3,1,1,1,6,2,0
370,276866.4952,4017294.049,2,2,5,3,1,3,2,5,5,2,4,5,1,1,10,5,0
371,234649.4941,4000545.89,3,2,3,3,1,5,2,1,3,3,5,1,1,2,10,2,0
372,229886.9846,3998482.136,3,2,4,3,1,3,2,2,1,2,1,1,1,2,11,3,0
373,234861.1612,3992872.958,2,2,3,3,1,3,2,1,1,5,5,4,1,2,10,2,0
374,235496.1625,4004673.399,3,2,5,3,1,4,2,4,1,3,5,1,1,1,3,3,0
375,233538.2419,4010758.828,3,2,1,3,1,5,4,3,1,3,5,1,1,1,11,2,0
376,229939.9014,4014304.251,3,2,7,3,1,5,2,1,4,5,4,4,1,1,11,3,0
377,230045.7349,4015891.754,3,2,8,3,1,5,4,3,1,5,4,4,1,1,3,2,0
378,253858.2825,4015256.753,5,2,3,3,1,3,2,1,1,5,4,5,5,1,10,3,0
379,255974.9534,4012346.331,5,2,8,3,1,3,2,1,3,5,1,5,5,1,10,5,0
380,264864.9712,4000651.724,5,2,9,3,1,5,2,1,4,2,1,3,5,3,11,5,0
381,265447.0557,4008536.323,5,2,4,3,1,3,2,1,3,2,4,3,5,1,10,3,0
382,258356.2082,4017479.258,2,2,3,3,1,5,2,2,5,2,5,5,5,1,10,2,0
383,253858.2825,4020389.68,2,2,2,3,1,3,2,1,5,5,1,4,5,1,10,3,0
384,257509.5398,4029385.531,2,2,5,3,1,1,2,1,5,5,4,4,5,1,10,3,0
385,268198.7279,4020601.347,2,2,6,3,1,4,2,2,1,5,5,5,5,1,10,2,0
386,273966.6561,4033195.539,5,2,1,3,1,3,2,2,1,2,2,5,1,1,10,3,0
387,270156.6485,4036105.962,5,2,6,3,1,3,2,2,4,2,1,3,1,1,10,3,0
388,264282.8867,4039069.301,2,2,1,3,1,1,2,1,4,5,3,5,4,1,10,3,0
389,261107.8804,4041080.138,2,2,1,3,1,1,2,3,5,5,5,5,4,1,11,3,0
390,256980.3721,4047165.567,5,2,1,3,1,1,2,3,1,5,1,3,4,1,10,3,0
391,253593.6987,4049652.655,5,2,1,3,1,3,2,3,5,5,1,3,4,1,10,3,0
392,244968.2648,4035470.96,2,2,6,3,1,1,3,1,3,5,5,4,1,1,10,3,0
393,240893.6733,4031290.535,5,2,4,3,1,1,2,1,3,5,1,4,1,1,5,5,0
394,263330.3848,4063728.517,2,2,2,3,1,2,2,2,5,2,2,4,5,1,10,3,0
395,259732.0443,4063940.184,2,2,4,3,1,1,2,1,5,5,5,4,5,1,15,3,0
396,262589.55,4073253.536,2,2,6,3,1,2,1,1,1,2,5,4,5,1,10,3,0
397,257139.1224,4072459.784,3,2,1,3,1,1,2,3,5,5,1,4,5,1,3,5,0
398,245709.0996,4071189.782,2,2,3,3,1,4,2,1,4,3,5,4,5,1,10,3,0
399,258250.3747,4089446.068,2,2,1,3,1,5,3,4,3,5,5,4,5,1,10,2,0
400,243327.8448,4083836.89,3,2,4,3,1,2,2,2,1,5,5,4,4,1,11,3,0
401,239306.1701,4086059.395,3,2,4,3,1,4,2,2,1,3,5,4,4,1,10,2,0
402,241264.0907,4087964.399,3,2,3,3,1,2,2,2,4,3,5,4,4,1,16,2,0
403,236448.6644,4088228.982,3,2,4,3,1,5,2,2,5,3,3,4,1,1,10,2,0
404,234808.2444,4081402.719,2,2,3,3,1,4,2,1,4,3,5,4,1,1,10,3,0
405,264441.637,4095319.83,2,2,6,3,1,4,2,2,1,2,1,2,5,1,10,3,0
406,261319.5475,4091986.073,2,2,1,3,1,3,2,1,4,2,5,3,5,1,10,3,0
407,242692.8435,4097171.917,3,2,1,3,1,2,2,3,5,4,1,4,5,1,16,3,0
408,239941.1714,4094896.496,3,2,2,3,1,4,2,1,4,4,1,4,4,2,5,5,0
409,239306.1701,4100505.674,3,2,1,3,1,4,2,3,1,3,3,4,5,2,10,3,0
410,235390.3289,4103574.846,3,2,5,3,1,3,2,1,1,5,5,4,4,1,10,3,0
411,237718.6669,4107490.688,3,2,6,3,1,5,2,3,3,5,5,4,5,1,10,2,0
412,246132.4338,4109819.026,2,2,1,3,1,3,2,4,5,5,5,5,5,5,10,3,0
413,251053.6936,4114740.285,2,2,1,3,1,1,2,3,1,2,5,5,5,4,11,2,0
414,254069.9496,4114052.367,2,2,8,3,1,1,2,3,1,2,1,5,5,5,11,3,0
415,260684.5462,4097595.251,2,2,1,3,1,3,2,3,1,2,2,2,5,4,10,3,0
416,259308.7101,4081085.218,2,2,6,3,1,5,1,3,5,2,2,4,5,1,10,3,0
417,253117.4477,4082143.554,3,2,6,3,1,2,2,4,1,3,5,5,5,1,11,3,0
418,252852.8639,4078280.629,3,2,1,3,1,2,2,3,4,3,3,5,5,1,3,4,0
419,249201.6066,4083307.723,3,2,1,3,1,4,2,1,3,3,5,5,5,1,15,3,0
420,231262.8207,4101140.675,3,2,7,3,1,3,2,2,3,5,5,4,4,2,15,3,0
421,225230.3086,4106009.018,3,2,8,3,1,1,2,2,4,1,1,4,1,2,10,2,0
422,220361.9655,4108443.19,3,2,2,3,1,1,2,2,3,1,2,1,1,2,10,3,0
423,221261.5507,4104686.099,3,2,7,3,1,1,2,5,5,1,5,1,1,2,10,3,0
424,215969.8734,4102992.762,3,2,4,3,1,1,2,2,1,2,5,1,1,2,10,3,0
425,204857.3512,4096219.415,3,2,4,3,1,1,2,1,3,4,5,4,2,1,6,3,0
426,211736.5316,4107067.353,3,2,1,3,1,5,2,2,1,1,2,1,2,1,3,1,0
427,220414.8823,4116010.288,3,2,5,3,1,1,2,2,3,1,2,1,1,2,10,3,0
428,223272.388,4117491.958,3,2,6,3,1,1,2,2,4,1,2,4,1,2,10,3,0
429,230733.653,4114634.452,3,2,1,3,1,3,2,4,3,1,1,4,4,2,15,2,0
430,226711.9782,4110083.61,3,2,7,3,1,1,2,4,1,1,5,4,4,1,3,2,0
431,206603.6047,4104791.932,3,2,3,3,1,2,3,3,4,1,5,1,2,3,14,2,0
432,200729.8429,4104104.014,3,2,8,3,1,1,1,3,1,1,5,1,2,3,14,2,0
433,203587.3487,4105268.183,3,2,8,3,1,1,4,3,1,1,5,1,2,3,14,2,0
434,201417.761,4108337.356,3,2,3,3,5,4,2,1,4,1,5,1,2,3,14,2,0
435,232374.0729,4109236.941,3,2,5,3,1,3,4,4,3,1,4,4,4,2,11,3,0
436,191733.9916,4102759.046,3,2,4,3,1,4,3,3,1,2,1,4,2,3,10,2,0
437,271951.409,4020554.016,2,2,6,3,1,5,2,2,4,5,3,5,4,1,10,1,0
438,216748.6319,4041375.002,3,2,7,3,1,4,2,3,3,4,5,4,1,1,6,3,0
439,217030.8547,4055909.476,3,2,6,3,1,2,2,4,5,4,5,4,2,1,10,3,0
440,212374.1787,4058625.87,3,2,6,3,1,2,2,4,5,4,1,4,3,1,11,5,0
441,209904.7294,4061342.264,3,2,6,3,1,2,2,4,1,4,2,4,2,1,3,5,0
442,208705.2825,4065152.272,3,2,1,3,1,1,2,3,1,4,2,4,1,1,3,1,0
443,217701.1338,4071784.507,5,2,1,3,1,3,1,3,5,5,4,5,5,1,11,3,0
444,202355.2698,4073407.288,3,2,4,3,1,4,2,1,1,4,3,4,1,1,3,4,0
445,201826.1021,4076405.906,3,2,8,3,1,5,2,1,5,4,2,4,4,1,6,2,0
446,205953.6103,4069420.892,3,2,1,3,3,1,2,1,1,4,5,4,1,1,3,1,0
447,197239.9818,4049841.686,3,2,9,3,1,3,2,4,3,3,5,4,3,1,11,2,0
448,196358.0356,4051005.855,2,2,4,3,1,1,2,4,5,3,5,4,3,1,11,3,0
449,201261.6565,4048324.738,2,2,4,3,1,2,2,3,1,3,1,4,3,1,10,2,0
450,201896.6578,4041128.057,2,2,7,3,1,3,1,3,1,3,3,4,3,1,10,2,0
451,198509.9843,4040916.39,2,2,4,3,1,1,2,4,5,3,5,1,3,1,10,5,0
452,200556.0995,4038552.774,2,2,2,3,1,1,4,3,5,5,2,1,3,1,11,3,0
453,203166.6603,4032555.54,5,2,6,3,1,1,2,2,1,2,5,4,2,1,10,3,0
454,210622.6336,4042724.38,3,2,3,3,1,5,2,3,1,4,1,4,2,1,11,2,0
455,207482.9051,4043994.382,3,2,4,3,1,4,2,1,5,4,5,4,2,1,3,3,0
456,205948.3187,4045017.44,3,2,3,3,1,4,2,1,5,4,2,4,3,1,12,3,0
457,200303.8629,4045846.469,2,2,3,3,1,5,2,3,5,3,1,4,3,3,10,2,0
458,208135.5453,4047116.472,2,2,6,3,1,4,2,1,1,4,2,4,2,1,15,2,0
459,197158.8427,4084246.407,3,2,4,3,1,3,2,2,5,4,1,4,1,1,15,1,0
460,187351.6009,4091301.977,3,2,7,3,1,1,2,3,3,4,3,4,1,1,10,3,0
461,196735.5086,4102626.166,3,2,9,3,1,2,3,4,1,2,5,4,2,3,15,2,0
462,215185.8232,4096205.598,3,2,2,0,1,2,2,1,1,4,5,4,1,3,15,2,0
463,216738.0486,4093277.537,3,2,6,3,5,4,3,3,1,4,1,4,1,3,6,2,0
464,212257.7618,4087033.357,3,2,4,3,1,4,1,3,1,4,4,4,4,1,11,3,0
465,208377.1985,4101391.442,3,2,4,3,1,1,2,3,3,5,2,1,2,1,3,2,0
466,334631.326,4017709.482,2,2,6,3,1,3,2,5,4,1,2,5,1,1,10,3,0
467,332073.682,4016077.882,2,2,1,3,1,5,2,5,2,1,4,4,1,1,3,5,0
468,330486.1788,4014931.352,2,2,4,3,5,5,2,5,5,1,1,4,1,1,3,3,0
469,330486.1788,4019870.251,2,2,5,3,1,5,2,5,2,1,1,4,1,1,3,1,0
470,327619.8537,4022383.797,2,2,1,3,1,5,2,5,5,1,5,4,1,1,3,3,0
471,326958.394,4025338.317,2,2,1,3,1,3,2,5,3,1,1,4,1,1,10,3,0
472,325326.7935,4021325.462,2,2,1,3,1,5,2,5,1,1,2,4,1,1,7,2,0
473,322151.7872,4023662.619,2,2,5,3,1,5,2,5,3,1,5,4,2,1,3,1,0
474,322548.663,4027322.696,2,2,5,3,1,5,2,5,3,2,1,4,2,1,10,3,0
475,321622.6195,4029968.535,2,2,6,3,1,3,2,5,5,2,2,4,1,1,10,3,0
476,317168.7911,4030497.702,2,2,1,3,1,5,2,5,5,1,5,4,1,1,3,4,0
477,313376.4224,4030806.384,2,2,5,3,1,5,2,1,2,1,5,4,1,1,10,3,0
478,312714.9628,4026352.555,2,2,3,3,1,4,2,5,3,1,1,4,2,1,3,3,0
479,316551.4288,4026087.971,2,2,2,3,1,4,2,5,3,1,1,4,3,1,5,3,0
480,318712.197,4027675.474,2,2,1,3,1,5,2,5,1,1,3,4,2,1,10,3,0
481,315184.4121,4028557.421,2,2,4,3,1,5,2,5,1,1,4,4,2,1,10,3,0
482,331412.2224,4021854.63,2,2,1,3,1,3,2,5,3,1,5,5,1,1,10,3,0
483,330129.4316,4073897.834,1,2,5,2,1,4,2,2,5,2,4,1,3,1,11,3,0
484,328652.1717,4073280.472,1,2,2,3,1,4,2,2,3,5,5,1,3,1,3,5,0
485,327439.4957,4075198.705,1,2,4,3,1,2,2,2,4,3,5,1,3,1,3,1,0
486,326623.6954,4073721.445,1,2,3,3,1,2,2,2,5,3,5,1,3,1,3,1,0
487,325675.6033,4073743.494,1,2,2,3,1,2,2,1,4,3,5,1,3,1,3,5,0
488,324551.1218,4072993.839,1,2,4,3,1,4,2,2,4,3,4,1,3,1,11,5,0
489,325719.7006,4072376.477,1,2,2,3,1,5,2,2,4,5,5,1,3,1,11,5,0
490,327196.9605,4072729.256,1,2,2,3,1,4,2,2,4,5,1,1,3,1,11,5,0
491,313744.341,4086031.944,1,2,1,3,1,4,2,1,3,4,5,1,3,1,3,3,0
492,306175.0376,4093735.744,1,2,5,3,1,2,2,1,1,4,5,1,2,1,3,4,0
493,305800.2105,4094904.323,1,2,1,3,1,2,2,1,5,4,5,1,2,1,15,5,0
494,304521.3885,4094772.031,1,2,5,3,1,4,2,1,1,3,5,1,3,1,3,1,0
495,304300.9019,4096756.41,1,2,6,3,1,2,2,1,5,3,5,1,1,1,3,3,0
496,303396.9071,4096646.167,1,2,2,3,1,4,2,1,1,3,5,1,2,1,3,5,0
497,307872.7841,4096161.096,1,2,1,3,1,2,3,1,1,4,3,1,1,1,15,3,0
498,312039.9799,4089590.597,1,2,1,3,1,2,4,2,5,4,2,1,2,1,3,4,0
499,312849.6065,4087238.153,1,2,1,3,1,4,2,1,2,4,5,1,3,1,3,1,0
500,311591.9512,4087714.404,1,2,9,3,1,5,2,2,1,4,5,1,3,1,3,5,0
501,229767.2369,4096271.25,3,2,3,3,1,3,2,5,5,4,5,4,1,2,10,2,0
502,227871.0525,4095984.617,3,2,4,3,1,3,2,5,4,4,3,4,1,2,10,2,0
503,225666.187,4093757.703,3,2,8,3,1,5,2,2,1,4,5,1,1,2,10,3,0
504,225908.7222,4087760.469,3,2,1,3,2,2,2,2,3,4,4,4,1,3,15,5,0
505,229480.6043,4090803.183,3,2,1,3,1,4,2,5,3,4,4,4,1,1,11,2,0
506,222939.5033,4107354.374,3,2,7,3,1,1,2,2,3,1,1,1,1,2,10,2,0
507,234713.4852,4083541.826,2,2,3,3,1,4,2,2,4,3,4,4,1,1,10,2,0
508,238610.585,4079286.436,2,2,7,3,1,2,2,1,1,3,2,4,1,1,10,3,0
509,244277.0894,4080587.306,3,2,4,3,1,2,2,2,4,3,5,5,5,1,11,3,0
510,279367.3404,4027040.861,5,2,5,3,1,4,2,2,5,2,1,4,1,1,10,3,0
935,312277.1207,4114899.534,2,4,4,2,1,3,2,5,4,1,3,1,5,4,16,1,1
737,262470.671,4110913.246,5,3,8,3,1,4,5,3,1,2,5,3,5,4,11,1,1
837,277719.348,4113982.921,1,3,3,1,1,5,2,5,1,5,1,1,5,5,12,1,1
655,320202.2347,4105784.419,5,5,6,1,1,1,2,5,5,2,5,1,5,4,13,1,1
784,309114.7158,4103838.426,3,4,8,1,1,3,2,5,1,3,5,1,5,4,13,1,1
548,311454.4246,4104587.613,5,4,7,3,1,3,2,5,3,5,5,1,5,5,13,1,1
1003,266584.498,4107806.158,3,4,3,3,1,2,2,1,5,5,4,3,5,4,13,1,1
922,229181.6451,4064149.104,4,5,3,3,1,5,2,5,5,3,1,4,4,5,13,1,1
517,271952.5344,4106178.809,3,4,8,3,1,4,2,5,1,3,2,4,5,4,13,1,1
685,277418.853,4104459.819,3,4,8,3,1,4,2,5,5,5,5,4,5,4,13,1,1
513,271642.5648,4104768.236,2,4,2,1,1,4,2,2,1,5,1,5,5,4,13,1,1
740,272635.2243,4103075.781,2,3,3,1,1,5,2,2,1,5,1,5,5,4,13,1,1
556,270779.5795,4104853.239,2,5,3,2,1,4,2,2,5,5,5,5,5,4,13,1,1
635,270582.7512,4113063.818,3,4,7,3,1,4,2,5,1,4,3,1,5,4,15,1,1
953,327439.571,4035770.001,4,5,6,1,1,1,2,2,1,2,5,4,4,4,15,1,1
538,314157.4783,4110633.213,5,5,8,1,1,3,2,5,1,1,1,1,5,4,16,1,1
715,273863.6077,4108317.434,3,4,3,3,1,4,2,5,1,3,1,1,5,4,16,1,1
846,312449.1291,4113754.717,2,4,7,3,1,3,2,5,4,1,3,1,5,4,16,1,1
549,320632.1648,4103925.178,5,4,8,2,1,1,2,5,1,2,3,1,5,4,16,1,1
743,332760.5896,4092484.587,5,4,8,1,1,5,2,5,1,1,5,1,5,4,16,1,1
620,320521.588,4103372.51,5,5,8,1,1,1,2,5,1,2,5,1,5,4,16,1,1
898,309795.773,4105549.867,3,4,7,1,1,3,2,5,1,5,5,1,5,5,16,1,1
642,317766.0989,4100502.285,2,4,4,3,1,3,2,5,4,5,5,1,4,5,16,1,1
515,322754.1998,4089604.503,1,5,5,3,1,1,2,5,1,3,5,1,2,6,9,2,1
728,192246.5707,4039251.882,5,3,5,3,1,1,4,4,4,2,3,4,2,6,11,2,1
907,254583.0756,4122554.306,2,4,4,3,1,1,2,2,1,1,4,4,5,5,11,2,1
729,191597.2352,4039923.245,5,3,2,2,1,1,1,4,3,5,4,4,2,6,11,2,1
954,254992.3664,4023640.17,2,5,6,3,1,3,2,1,1,5,5,4,5,3,11,2,1
606,210489.924,4036769.177,2,3,9,3,1,5,3,3,1,4,2,4,2,4,12,2,1
726,218380.7352,4053110.371,3,3,5,3,1,4,1,4,1,4,3,4,1,2,14,2,1
727,218380.7352,4053110.371,3,3,5,3,1,4,1,4,1,4,3,4,1,2,14,2,1
824,210366.8878,4051648.549,2,3,2,2,1,4,2,3,5,4,3,4,2,6,14,2,1
857,220770.5128,4063061.526,2,5,6,3,1,5,2,3,1,4,4,4,1,2,14,2,1
825,211910.7654,4050917.737,3,5,4,3,1,5,2,3,1,4,5,4,2,6,14,2,1
866,213444.5337,4037133.623,2,4,5,3,1,4,5,3,1,4,5,4,2,4,14,2,1
735,214807.2667,4064646.763,2,4,4,3,1,2,2,4,4,4,5,4,1,3,14,2,1
516,221920.9813,4064042.476,5,3,5,2,1,3,2,1,5,4,5,4,4,5,14,2,1
944,212305.7826,4044855.691,2,5,5,3,1,5,2,3,5,4,5,4,2,6,14,2,1
778,230113.7306,4054276.664,5,4,9,3,1,1,2,2,1,4,5,5,4,2,14,2,1
850,306415.9911,4102543.009,1,3,7,2,1,5,5,5,1,3,1,1,5,3,15,2,1
706,325044.8789,4086658.732,1,4,6,2,1,1,2,5,1,3,2,1,3,6,15,2,1
748,313099.6025,4110810.796,2,4,1,3,1,3,2,5,4,2,3,1,5,4,15,2,1
530,305946.7613,4105791.638,3,5,4,3,1,3,2,5,5,3,3,1,5,4,15,2,1
897,309573.9103,4111043.899,3,5,4,3,1,1,2,5,1,2,4,1,5,4,15,2,1
838,277009.1664,4108603.816,3,4,5,3,2,4,2,5,1,3,4,1,5,4,15,2,1
842,325350.7667,4085881.681,1,5,6,1,5,1,2,5,1,3,5,1,3,5,15,2,1
809,310403.3103,4094065.125,1,5,8,1,1,2,1,1,5,3,5,1,1,3,15,2,1
750,307903.7228,4108183.101,2,5,6,2,1,3,2,5,1,5,5,1,5,4,15,2,1
963,306167.783,4080839.507,1,5,9,2,1,3,2,5,5,5,5,1,3,6,15,2,1
698,213347.8594,4047721.848,3,5,7,1,1,3,2,3,1,4,1,4,2,6,15,2,1
926,213634.6664,4036849.571,3,2,2,3,1,4,1,3,1,4,2,4,2,4,15,2,1
633,221207.9219,4061226.589,2,5,9,1,1,5,2,3,1,4,3,4,1,1,15,2,1
834,224399.6656,4027242.556,3,3,8,2,3,5,2,1,3,3,4,4,2,2,15,2,1
588,210697.1421,4068796.808,2,3,9,2,1,2,2,3,4,4,4,4,5,4,15,2,1
804,248012.3251,4065672.064,2,5,8,2,4,4,1,1,5,3,5,4,5,4,15,2,1
798,242842.4199,4107354.64,3,3,1,2,1,5,2,4,5,3,5,4,5,5,15,2,1
951,242590.7072,4107208.02,3,4,5,2,1,5,4,4,5,3,5,4,5,5,15,2,1
711,211649.4711,4068301.769,2,4,5,3,1,2,2,3,1,4,5,4,5,4,15,2,1
886,213808.5712,4046595.537,3,5,9,2,1,3,2,3,1,4,5,4,1,6,15,2,1
761,221219.5485,4060053.638,2,5,9,3,1,4,2,1,4,4,5,4,1,3,15,2,1
670,212691.7623,4067525.957,2,4,4,2,1,2,2,4,5,4,5,4,4,4,15,2,1
924,214597.1708,4065054.95,2,4,7,2,1,2,3,4,5,4,5,4,1,3,15,2,1
539,228509.8232,4053123.868,5,5,5,2,1,3,2,1,1,4,1,5,4,2,15,2,1
1021,248205.3603,4103984.246,2,5,1,2,1,5,3,4,5,3,1,5,5,4,15,2,1
892,217776.3561,4033102.844,3,5,9,3,1,3,2,3,5,4,2,5,1,4,15,2,1
634,228804.777,4052219.682,2,4,9,2,1,3,2,1,5,4,4,5,4,2,15,2,1
911,221304.4725,4038079.881,2,4,1,3,1,4,2,1,4,4,5,5,1,3,15,2,1
929,223091.4212,4038608.693,5,5,7,2,1,2,2,1,5,4,5,5,1,3,15,2,1
791,240697.1893,3969822.874,5,3,3,2,1,1,4,2,1,2,5,4,1,6,16,2,1
731,230434.5516,4053402.732,5,5,8,3,1,1,4,1,5,3,5,5,4,2,16,2,1
877,262112.4385,4035687.278,2,2,1,3,1,1,2,1,1,5,5,4,4,1,10,3,1
956,307666.5641,4079171.227,3,5,4,3,1,3,2,5,4,5,1,1,3,6,11,3,1
845,307330.2821,4109028.789,2,5,1,3,1,1,2,5,5,5,5,1,5,5,11,3,1
723,336043.2272,4023209.777,5,5,9,2,1,1,4,5,3,1,1,3,1,4,11,3,1
841,248394.3551,4044775.408,2,3,1,3,1,1,2,3,1,3,1,4,1,2,11,3,1
1010,247153.0092,4046601.026,2,2,2,3,1,1,3,3,5,3,2,4,1,1,11,3,1
879,257912.9372,4024545.255,2,3,7,2,1,3,4,1,3,5,2,4,5,6,11,3,1
767,253638.0854,4122304.297,2,4,4,1,1,1,2,2,1,1,3,4,5,5,11,3,1
989,327043.8034,4032170.873,5,5,6,3,1,1,2,2,3,2,5,4,1,4,11,3,1
874,205952.945,4039021.079,2,3,4,3,1,3,2,1,1,3,5,4,2,4,11,3,1
621,245454.522,4060688.209,5,3,2,3,3,2,2,2,1,5,5,4,5,4,11,3,1
660,261094.0025,4116381.682,2,4,1,3,1,5,2,1,4,5,5,4,5,5,11,3,1
781,251064.6893,4057870.362,5,3,5,3,3,1,1,1,1,2,1,5,5,4,11,3,1
610,248017.1572,4056540.203,5,3,9,3,5,2,2,1,1,5,1,5,5,4,11,3,1
900,258220.8783,4021266.983,2,5,8,3,1,3,5,1,5,5,1,5,5,1,11,3,1
649,353995.3538,4006645.089,5,3,5,2,1,5,5,2,5,1,2,5,1,4,11,3,1
815,257943.9333,4021182.2,2,4,4,2,1,3,1,1,1,5,2,5,5,3,11,3,1
931,246376.5723,4053195.024,2,3,2,3,1,5,2,3,1,5,3,5,4,1,11,3,1
1012,282928.2973,4067490.844,5,5,6,1,1,4,2,2,5,2,4,5,4,5,11,3,1
1005,258044.4419,4023893.748,2,3,8,2,1,3,3,1,1,5,4,5,5,6,11,3,1
855,324003.5029,4016169.95,5,3,2,2,1,4,4,2,4,2,5,5,1,5,11,3,1
987,236156.4832,4054181.563,5,5,9,3,1,3,2,3,5,3,5,5,4,6,11,3,1
909,322736.0919,4035957.693,5,5,4,3,1,1,2,2,5,5,5,5,4,4,11,3,1
932,330355.5407,4084793.682,1,3,1,1,1,2,2,5,5,3,5,1,3,4,12,3,1
793,227456.9031,4052879.488,5,5,1,1,1,5,2,2,1,4,1,4,4,6,12,3,1
529,239141.1655,4069671.18,5,3,4,3,1,2,5,5,1,5,4,4,5,4,12,3,1
546,240215.5,4059241.003,4,5,5,2,5,4,2,1,4,5,5,4,5,4,12,3,1
